Name,Regular Price,Sale Price,Rating,Reviews,Size,Description,Category,Image,Link,Alcohol/Vol,Made In,Varietal,By,Release Date,Lat,Lon,Savings,Sugar Content (g/L),Category Name,Varietal Name,Segment
 Kim Crawford Ros√©,21.95,19.95,5,3,  750 ml bottle ,"Hawke's Bay is one of New Zealand's oldest wine regions and classic Bordeaux varietals do exceptionally well there. This ros√© is made from Merlot and Malbec and will offer pink grapefruit, red currant, floral, red plum and candy notes. Perfect for summer salads or grilled seafood.",4,https://aem.lcbo.com/content/dam/lcbo/products/6/5/0/3/650325.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/kim-crawford-ros-c-650325,12.50%," Hawke's Bay,   New Zealand ",48,Kim Crawford,"  April†1,†2022  ",-39.52565115,176.7611457,2,3,Rose Wine,RosÈ,1
 Cono Sur Sparkling Ros√©,18.5,16.5,5,4,  750 ml bottle ,"Pale salmon colour; aromas of nuts, pink graprefruit, watermelon and hints of earth and smoke; on the palate it is dry with moderate acidity and light to medium bodied; the flavours reflect nutty, citrus and melon fruit detected on the nose with a clean finish.",5,https://aem.lcbo.com/content/dam/lcbo/products/3/6/5/2/365205.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/cono-sur-sparkling-pinot-noir-ros-c-365205,12.50%," Pirque,   Chile ",48,Cono Sur,0,-33.6348808,-70.5729961,2,9,RosÈ & Red Sparkling Wine,RosÈ,1
 Jackson-Triggs Proprietors' Rose,46.95,43.95,0,0,  4000 ml bagnbox ,"This radiant ros√©, offered in this convenient package, comes from an award-winning winery, great for all your occasions. Pours medium pink with aromas and flavours of plum jam, strawberry, cherry. It's easygoing and fruity with a crisp finish. Serve with cr√™pes or grilled shrimp.",4,https://aem.lcbo.com/content/dam/lcbo/products/0/2/1/3/021391.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/jackson-triggs-proprietors-rose-21391,11.50%,  Canada ,48,Jackson-Triggs,0,61.0666922,-107.991707,3,24,Rose Wine,RosÈ,3
 Sogrape Mateus Ros√©,12.85,10.85,4.2,9,  750 ml bottle ,"Mateus Ros√©, in the iconic flask-shaped bottle, has introduced generations to the world of wine with a fresh, lightly sparkling and versatile style. Pale salmon in colour with floral, red currant, lightly yeasty aromas and flavours. Dry, lightly sparkling with a flavourful, soft finish; serve well-chilled with appetizers.",4,https://aem.lcbo.com/content/dam/lcbo/products/0/0/0/1/000166.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/sogrape-mateus-ros-c-166,11.00%,  Portugal ,48,Mateus,0,39.6621648,-8.1353519,2,9,Rose Wine,RosÈ,1
 Wayne Gretzky Ros√© VQA,17.95,15.95,5,1,  750 ml bottle ,"Wayne Gretzky Estate Winery and Distillery expanded into a state-of-the-art facility in the heart of Niagara-On -the-Lake wine country in 2017. This delicate ros√© has aromas of peach, citrus and strawberry that move to flavours of red berries, plum and cherry with a slightly off-dry finish. Pair with vegetable quiche.",4,https://aem.lcbo.com/content/dam/lcbo/products/0/1/4/8/014870.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/wayne-gretzky-ros-c-vqa-14870,12.00%," Ontario,   Canada ",48,Wayne Gretzky,0,50.000678,-86.000977,2,5,Rose Wine,RosÈ,1
 Jacob's Creek Moscato Ros√©,16,14,4.7,18,  750 ml bottle ,"Jacob's Creek Moscato is a fresh and fragrant, low alcohol Australian ros√©. It has aromas and flavours of ripe raspberry, strawberry and candied fruit with pear and sherbet notes. The palate is lightly sweet with a refreshing spritz and vibrant red berries on the finish. Sip on its own, with fresh fruit, soft cheese or BBQ.",4,https://aem.lcbo.com/content/dam/lcbo/products/3/6/7/2/367276.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/jacob-s-creek-moscato-ros-c-367276,7.50%,  Australia ,47,Jacob's Creek,0,-24.7761086,134.755,2,70,Rose Wine,Rose Wines,2
 Adobe Reserva Ros√© Organic,13.95,11.95,4.8,6,  750 ml bottle ,"A vibrant, mouth-watering, organic ros√© from Chile. In the glass, it shows forward aromas and flavours of wild strawberries, cherry, melon and plum. The palate is medium-bodied and fresh with tart berry notes on the finish. Quite versatile. Enjoy as an aperitif or pair with seafood, pasta, sandwiches and chicken salad.",4,https://aem.lcbo.com/content/dam/lcbo/products/2/7/4/3/274399.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/adobe-reserva-ros-c-organic-274399,12.00%,  Chile ,47,Adobe,0,-31.7613365,-71.3187697,2,6,Rose Wine,Rose Wines,1
 Two Oceans Light Keeper Blushing Ros√©,12.95,10.95,4.7,6,  750 ml bottle ,0,4,https://aem.lcbo.com/content/dam/lcbo/products/0/3/1/4/031477.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/two-oceans-light-keeper-blushing-rose-31477,9.50%," Western Cape,   South Africa ",47,0,0,-33.546977,20.72753,2,10,Rose Wine,Rose Wines,1
 CastelGiocondo Brunello di Montalcino,54.95,49.95,4.7,11,  750 ml bottle ,"Montalcino's long growing season creates Brunellos that are luxurious and age-worthy, like this one, with its flavours of cedar, red fruit, leather, flowers and chestnut. Decant for two hours and serve with rare steaks or roast leg of lamb, or cellar for up to 10 years.",3,https://aem.lcbo.com/content/dam/lcbo/products/6/5/0/4/650432.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/castelgiocondo-brunello-di-montalcino-650432,14.50%," Tuscany,   Italy ",49,CastelGiocondo,"  April†30,†2022  ",43.4586541,11.1389204,5,2,Red Wine,Sangiovese,3
 Ruffino Il Ducale Toscana IGP,0,0,5,1,  750 ml bottle ,"An innovative blend of the traditional sangiovese with merlot and syrah. It pours a medium ruby red colour and shows bright aromas and flavours of berries - raspberry, cherry, plum and licorice with a minerally streak. The palate is dry, with soft balanced acidity and fine tannins. Great with herbed white meats.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/2/7/7/027797.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/ruffino-il-ducale-toscana-igp-27797,14.50%," Tuscany,   Italy ",49,Il Ducale Igt*,0,43.4586541,11.1389204,0,7,Red Wine,Sangiovese,1
 Le Volte dell'Ornellaia,31.95,29.95,4.3,3,  750 ml bottle ,"Just name-dropping 'Tenuta dell'Ornellaia' is sure to get any red-blooded wine connoisseur's pulse to quicken. This is an elegant, sleek, polished wine showing chocolate, floral, fresh fig, honey and smoky notes. Perfect for roasted or braised meats.",3,https://aem.lcbo.com/content/dam/lcbo/products/9/6/4/2/964221.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/le-volte-dell-ornellaia-964221,13.50%," Tuscany,   Italy ",50,Ornellaia,"  April†1,†2021  ",43.4586541,11.1389204,2,3,Red Wine,Sangiovese Blend,1
 Rodney Strong Charlotte's Home Sauvignon Blanc,21.95,19.95,3,5,  750 ml bottle ,"The Charlotte's Home Sauvignon Blanc vineyard was established in 1971, and fruit from this site continues to be the basis for this wine. It's fresh and mellow, with nutty notes, citrus, vanilla, toast and golden berries. A great wine for salads, seafood or creamy goat cheese.",7,https://aem.lcbo.com/content/dam/lcbo/products/4/4/9/2/449207.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/rodney-strong-charlotte-s-home-sauvignon-blanc-449207,13.50%," California,   United States ",51,Rodney Strong,"  April†1,†2022  ",36.7014631,-118.755997,2,4,White Wine,Sauvignon Blanc,4
 The Ned Sauvignon Blanc,17.1,14.1,3.6,5,  750 ml bottle ,"The Ned is classic New Zealand-style sauvignon blanc. Clear pale lemon in colour; pronounced aromas of quince, citrus, herbs and spice; on the palate, extra-dry, with medium-minus acidity and medium-plus body; flavours of fresh quince, citrus and herbs with a mineral note.",7,https://aem.lcbo.com/content/dam/lcbo/products/4/7/0/0/470070.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/the-ned-sauvignon-blanc-470070,13.00%," Marlborough,   New Zealand ",51,The Ned,0,-36.7846223,174.723989,3,5,White Wine,Sauvignon Blanc,4
 Oyster Bay Sauvignon Blanc,21.95,18.95,4.7,75,  750 ml bottle ,"Popular Oyster Bay hails from the Marlborough region, ground zero for classic New Zealand Sauvignon Blanc. Expect notes of expressive citrus, yellow berries melange and fresh herbs with mineral notes. Pair with sea scallops pan-fried in butter with asparagus on the side.",7,https://aem.lcbo.com/content/dam/lcbo/products/3/1/6/5/316570.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/oyster-bay-sauvignon-blanc-316570,12.50%," Marlborough,   New Zealand ",51,Oyster Bay,"  April†1,†2021  ",-36.7846223,174.723989,3,5,White Wine,Sauvignon Blanc,4
 Kim Crawford Illuminate Sauvignon Blanc,21.95,19.95,3.4,17,  750 ml bottle ,"New Zealand is at the forefront of lower-calorie, lower-alcohol wines. This one is produced using spinning cone distillation: a gentle process that doesn't use pressure or high temperatures and so has less impact on the aroma and flavour of the final wine. This fresh, aromatic Savvy shows tropical fruit, citrus and herbs and is perfect for seafood.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/1/8/9/018947.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/kim-crawford-illuminate-sauvignon-blanc-18947,7.00%," Marlborough,   New Zealand ",51,Kim Crawford,"  April†1,†2022  ",-36.7846223,174.723989,2,6,White Wine,Sauvignon Blanc,4
 Marlborough Ridge Sauvignon Blanc,15.05,13.5,4.5,13,  750 ml bottle ,"Marlborough wines show balance and pure flavours. A blend of fruit from Wairau Valley, showing aromas of passion fruit, with floral and crushed nettle hints. The palate delivers passion fruit, floral and herbal flavours with notes of mango and peach, with long, balanced finish. Serve with grilled fish or fresh tomato salad.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/1/5/5/015513.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/marlborough-ridge-sauvignon-blanc-15513,12.50%," Marlborough,   New Zealand ",51,Marlborough Ridge,0,-36.7846223,174.723989,1.55,4,White Wine,Sauvignon Blanc,4
 Deakin Estate Sauvignon Blanc,11.15,9.15,4,2,  750 ml bottle ,"Pale yellow in colour with aromas bread dough, floral lift and grapefruit; the palate is medium-bodied with moderate acidity and flavours of lees, grapefruit, mint and honey followed by a clean finish.",7,https://aem.lcbo.com/content/dam/lcbo/products/4/4/7/0/447060.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/deakin-estate-sauvignon-blanc-447060,11.50%,  Australia ,51,Deakin Estate,0,-24.7761086,134.755,2,4,White Wine,Sauvignon Blanc,4
 Two Oceans Sauvignon Blanc,23,20,4.5,10,  1500 ml bottle ,"Pale straw colour; quince, citrus, minerally and yeasty aromas; extra dry, medium bodied, easy drinking with soft lingering quince and citrus flavours.",7,https://aem.lcbo.com/content/dam/lcbo/products/4/1/3/0/413070.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/two-oceans-sauvignon-blanc-413070,12.00%," Western Cape,   South Africa ",51,Two Oceans,0,-33.546977,20.72753,3,6,White Wine,Sauvignon Blanc,4
 Casas del Bosque Reserva Sauvignon Blanc,18.95,16.95,4.6,7,  750 ml bottle ,"Founded in 1993, Casas del Bosque was one of the first wineries in the cool Casablanca Valley. Fresh, mellow and wonderfully aromatic, this offers upfront suggestions of gooseberry, bell pepper, citrus and minerals. Pungent and versatile, enjoy on its own, or with grilled fish or smoked salmon.",7,https://aem.lcbo.com/content/dam/lcbo/products/9/7/4/7/974717.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/casas-del-bosque-reserva-sauvignon-blanc-974717,13.50%," Casablanca Valley,   Chile ",51,Casas del Bosque,"  April†1,†2021  ",-33.134886,-71.660163,2,2,White Wine,Sauvignon Blanc,4
 Santa Carolina Reserva Sauvignon Blanc,46.05,43.05,3.7,3,  3000 ml bagnbox ,"Sauvignon blanc continues to grow in popularity - its crisp flavours and versatility at the table have made it Ontario's go-to wine for entertaining. Lightly yeasty, grapefruit and savory aromas followed by those of green apples and herbs; ripe citrus flavours. Serve with grilled fish, seafood pasta or vegetarian dishes.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/2/7/2/027279.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/santa-carolina-reserva-sauvignon-blanc-27279,12.50%," Leyda Valley,   Chile ",51,0,0,-33.74718,-71.515503,3,4,White Wine,Sauvignon Blanc,3
 Yealands Sauvignon Blanc Marlborough,20,18,4,4,  750 ml bottle ,"Yealands is gaining notoriety for consistently producing quality wines at affordable prices. In the glass this straw coloured wine offers cassis, floral, gooseberry and herbal aromas; the palate is extra dry, medium-plus bodied; bright cassis and gooseberry flavours and a refreshingly clean finish.",7,https://aem.lcbo.com/content/dam/lcbo/products/2/7/7/7/277731.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/yealands-sauvignon-blanc-marlborough-277731,13.00%," Marlborough,   New Zealand ",51,Yealands,0,-36.7846223,174.723989,2,4,White Wine,Sauvignon Blanc,4
 Wayne Gretzky Sauvignon Blanc VQA,16.95,14.95,5,1,  750 ml bottle ,"Wayne Gretzky's success in the wine world the result of hard work, dedication, and teamwork, evident with this intriguing and aromatic sauvignon blanc. Teeming with aromas of white grapefruit and gooseberry, the palate shows classic grassy notes and well-balanced acidity. Pair with basil pesto pasta or spinach quiche.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/2/0/2/020260.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/wayne-gretzky-sauvignon-blanc-vqa-20260,12.80%," Ontario,   Canada ",51,Wayne Gretzky,0,50.000678,-86.000977,2,3,White Wine,Sauvignon Blanc,4
 Tierra Rica Sauvignon Blanc Organic,16,13,5,1,  750 ml bottle ,"The Coastal vineyards in Chile highlight the best of the Sauvignon Blanc grape. This expressive wine is produced using sustainable and organic practices, featuring aromas of citrus fruit, bell pepper and herbs with a crisp and refreshing minerality. Enjoy it on its own, or with seafood pasta and grilled vegetables.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/2/7/1/027123.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/tierra-rica-sauvignon-blanc-organic-27123,12.50%,  Chile ,51,Vina San Pedro,0,-31.7613365,-71.3187697,3,3,White Wine,Sauvignon Blanc,4
 Josh Cellars Sauvignon Blanc,19.95,17.95,4.7,15,  750 ml bottle ,"Made from grapes sourced from premium California growing areas. Quite aromatic and bright, with flavours of ripe pear, fresh fig, chamomile and gooseberry with an herbal note. On the palate, this is medium bodied, smooth and balanced with a soft and refreshing finish. Pair with herbed seafood or white meat.",7,https://aem.lcbo.com/content/dam/lcbo/products/6/4/3/1/643114.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/josh-cellars-sauvignon-blanc-643114,13.00%," California,   United States ",51,Josh Cellars,0,36.7014631,-118.755997,2,4,White Wine,Sauvignon Blanc,4
 Vi√±a Tarapac√° Reserva Sauvignon Blanc,14.95,12.95,4.6,5,  750 ml bottle ,"Vina Tarapaca is committed to economic, social, and environmental sustainability practices in and outside of the vineyard. Their energetic sauvignon blanc is bright gold in colour, displaying notes of tropical fruit, citrus zest, and lemongrass. The dry finish and crisp acidity make it a great match with salads or seafood.",7,https://aem.lcbo.com/content/dam/lcbo/products/6/3/4/4/634402.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/vi-a-tarapac-reserva-sauvignon-blanc-634402,12.50%,  Chile ,51,Vi√±a Tarapac√°,0,-31.7613365,-71.3187697,2,2,White Wine,Sauvignon Blanc,4
 Peller Family Vineyards Sauvignon Blanc,10.95,9.95,0,0,  750 ml bottle ,"Crisp, easy drinking white in an easy to serve box. It's a pale, lemon green colour. Shows forward aromas of grapefruit, floral note, spice, herbs, cantaloupe and green apple. The palate is extra dry, medium-bodied and bright with grapefruit, herbs and melon flavours. Pair with lighter herb-based dishes and salads.",7,https://aem.lcbo.com/content/dam/lcbo/products/6/6/7/0/667097.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/peller-family-vineyards-sauvignon-blanc-667097,12.00%,  Canada ,51,Peller Family Vineyards,0,61.0666922,-107.991707,1,10,White Wine,Sauvignon Blanc,4
 Bask Sauvignon Blanc,13.95,12.95,4.3,14,  750 ml bottle ,"Enjoy a fresh, dry and flavourful sauvignon blanc; low in sugar and brimming with flavour. Bask is energetic and fresh on the palate with long-lasting fragrant herbal and grapefruit taste. Serve with salads, grilled vegetables or your favourite casual cuisine.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/1/6/7/016777.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/bask-sauvignon-blanc-16777,13.00%,  Canada ,51,Bask,0,61.0666922,-107.991707,1,2,White Wine,Sauvignon Blanc,4
 Black Cellar Shiraz Cabernet,38.95,35.95,4.3,8,  3000 ml bagnbox ,"The Black Cellars winemaker explored numerous blends deep within the heart of the cellar until perfection was achieved. The ultimate blend combines upfront flavours of black currant, floral and jammy notes with a touch of mint chocolate and a smooth mouthfeel that exemplifies the mystique of Black Cellar.",3,https://aem.lcbo.com/content/dam/lcbo/products/5/5/8/8/558841.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/black-cellar-shiraz-cabernet-558841,13.00%,  Canada ,52,Black Cellar,0,61.0666922,-107.991707,3,15,Red Wine,Shiraz/Cabernet,3
 Wolf Blass Red Label Shiraz Cabernet Sauvignon,16,14,0,0,  750 ml bottle ,"Deep ruby purple colour; extra dry and medium-bodied with medium tannins; lifted aromas and flavours of coffee with cream, black plum reduction, honey and herbs; long finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/3/1/1/7/311795.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/wolf-blass-red-label-shiraz-cabernet-sauvignon-311795,14.50%,  Australia ,53,Wolf Blass,0,-24.7761086,134.755,2,3,Red Wine,Shiraz/Cabernet Sauvignon,1
 Penfolds Koonunga Hill Shiraz/Cabernet,19.95,17.45,4.3,4,  750 ml bottle ,"First crafted in 1976, this classic Australian blend of Shiraz and Cabernet has always been a favourite. Supple and concentrated, with toast, cedar, black plum, vanilla and herbal tones, it's a wine with broad appeal. It will be superb with pepper steak or grilled ribs.",3,https://aem.lcbo.com/content/dam/lcbo/products/2/8/5/5/285544.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/penfolds-koonunga-hill-shiraz-cabernet-285544,14.50%," South Australia,   Australia ",53,Penfolds,"  April†1,†2022  ",-30.5343665,135.6301212,2.5,3,Red Wine,Shiraz/Cabernet Sauvignon,1
 Bodacious Smooth Red,21.95,19.95,3.9,25,  1500 ml bottle ,"Medium ruby in colour; aromas of sweet plum, nutella, blood orange, and candied berries; medium-sweet with the same flavours as on the nose.",3,https://aem.lcbo.com/content/dam/lcbo/products/3/8/7/1/387159.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/bodacious-smooth-red-387159,12.50%,  Canada ,53,Bodacious,0,61.0666922,-107.991707,2,25,Red Wine,Shiraz/Cabernet Sauvignon,1
 Hardys Stamp Series Shiraz Cabernet Sauvignon,14,12,4.5,2,  750 ml bottle ,"Black cherry colour with floral, plumy and vanilla aromas and notes of toasted oak and herbs; medium body, plum and vanilla flavours with a hint of toast in the finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/3/3/8/0/338012.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/hardys-stamp-series-shiraz-cabernet-sauvignon-338012,13.50%,  Australia ,53,Hardy's,0,-24.7761086,134.755,2,9,Red Wine,Shiraz/Cabernet Sauvignon,1
 Hardys Stamp Series Shiraz Cabernet,25,22,4.5,2,  1500 ml bottle ,"Black cherry colour with floral, plumy and vanilla aromas and notes of toasted oak and herbs; medium body, plum and vanilla flavours with a hint of toast in the finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/6/9/5/0/695080.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/hardys-stamp-series-shiraz-cabernet-695080,13.50%,  Australia ,53,Hardy's,0,-24.7761086,134.755,3,9,Red Wine,Shiraz/Cabernet Sauvignon,1
 Kilikanoon Killerman's Run Shiraz,19.95,17.95,4.8,8,  750 ml bottle ,"This Shiraz is Kilikanoon's idea of an entry-level wine. Some introduction! A hedonistic pleasure, it's plush with apricot and black plum jam, floral lift and mixed berries fruit. A bold match for barbecued spareribs, spicy sausage pizza or grilled hanger steaks.",3,https://aem.lcbo.com/content/dam/lcbo/products/9/2/5/4/925453.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/kilikanoon-killerman-s-run-shiraz-925453,14.50%," South Australia,   Australia ",54,Kilikanoon,"  April†1,†2022  ",-30.5343665,135.6301212,2,4,Red Wine,Shiraz/Syrah,1
 Two Hands Gnarly Dudes Shiraz,28.95,26.95,4.8,4,  750 ml bottle ,"Named for the fierce and twisted-looking old vines from which the grapes are sourced, Gnarly Dudes is a tightly focused wine with intense lifted notes of black plum, smoke, chocolate and vanilla. Big and bold, it's a finely crafted powerhouse Shiraz. Enjoy with grilled steaks.",3,https://aem.lcbo.com/content/dam/lcbo/products/6/6/0/0/660043.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/two-hands-gnarly-dudes-shiraz-660043,14.50%," South Australia,   Australia ",54,Two Hands,"  April†1,†2021  ",-30.5343665,135.6301212,2,3,Red Wine,Shiraz/Syrah,1
 Peninsula Ridge Shiraz VQA,16.95,14.95,5,1,  750 ml bottle ,Clear ruby with violet at the rim; floral and berry marmalade aromas with spice and prune notes; medium body with berry preserve flavour and soft oak spice to finish.,3,https://aem.lcbo.com/content/dam/lcbo/products/0/7/0/0/070052.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/peninsula-ridge-shiraz-vqa-70052,12.50%," Ontario,   Canada ",54,Peninsula Ridge Wines,0,50.000678,-86.000977,2,4,Red Wine,Shiraz/Syrah,1
 Wolf Blass Yellow Label Shiraz,20,17,3.3,6,  750 ml bottle ,"Inky purple; lifted notes of red fruit, rye bread, mulberry and fresh mushrooms; the medium-bodied palate explodes with red fruit and berry, and leads to a pleasing rich finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/5/0/6/6/506691.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/wolf-blass-yellow-label-shiraz-506691,14.50%,  Australia ,54,Wolf Blass,0,-24.7761086,134.755,3,5,Red Wine,Shiraz/Syrah,1
 Wyndham Estate Bin 555 Shiraz,11.5,10.5,4.3,4,  375 ml bottle ,"Deep purple colour; spicy fruit bouquet of coffee, prune, smoke, licorice and a floral note; smoky black fruit flavours with a long, full finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/3/0/2/6/302612.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/wyndham-estate-bin-555-shiraz-302612,14.50%," South Australia,   Australia ",54,Wyndham Estate,0,-30.5343665,135.6301212,1,11,Red Wine,Shiraz/Syrah,1
 Yellow Tail Shiraz,26,24,4.4,5,  1500 ml bottle ,"From Australia's largest family-owned wine company, a wine that's easy to drink, and easy to understand. It's dry, medium-bodied and softly structured, with aromas and flavours of coffee, floral note, prune, smoke and licorice. The ripe plummy-berry notes lead to a long, spicy finish. Serve with grilled lamb chops.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/2/0/2/020289.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/yellow-tail-shiraz-20289,13.50%,  Australia ,54,Yellow Tail,0,-24.7761086,134.755,2,11,Red Wine,Shiraz/Syrah,1
 Benjamin Bridge Nova 7 Sparkling,25.95,23.95,4.5,15,  750 ml bottle ,"The 'Nova' in this snappy sparkler's name is a nod to Nova Scotia, where it originates, and the '7' references its first vintage: 2007. This aromatic, pristine low-alcohol sparkler suggests complex wildflowers, lime, mango and green apple. The ample acidity contains and balances its sweet character. Serve lightly chilled with fresh fruit, or spicy fish tacos.",6,https://aem.lcbo.com/content/dam/lcbo/products/2/5/6/2/256289.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/benjamin-bridge-nova-7-sparkling-2020-256289,6.50%," Nova Scotia,   Canada ",55,Benjamin Bridge,"  April†1,†2022  ",45.1960403,-63.1653789,2,42,White Sparkling Wine,Sparkling,2
 Jacob's Creek Chardonnay Pinot Noir Sparkling,17,14,4.8,4,  750 ml bottle ,"Brilliant pale lemon colour; aromas of nuts, floral note, white grapefruit, herbs and pastry; extra dry, light to medium bodied, with refreshing flavours of citrus, toast and mineral.",6,https://aem.lcbo.com/content/dam/lcbo/products/2/1/0/6/210633.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/jacob-s-creek-chardonnay-pinot-noir-sparkling-210633,11.00%,  Australia ,55,Jacob's Creek,0,-24.7761086,134.755,3,14,White Sparkling Wine,Sparkling,4
 Henkell Trocken Piccolo,14.95,13.45,4.5,12,  3 x 200 ml bottle ,"Since its launch in 1856, Henkell has become Germany's most recognized sparkling wine brand. Lively effervescence accompanies citrus and fruit flavours. Enjoy light sweetness and a balanced finish. Ideal for entertaining; pair with appetizers, seafood, poultry or light, fruit-based desserts.",6,https://aem.lcbo.com/content/dam/lcbo/products/0/0/9/1/009118.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/henkell-trocken-piccolo-9118,11.50%,  Germany ,55,Henkell,0,51.1638175,10.4478313,1.5,22,White Sparkling Wine,Sparkling,4
 Martini Asti,10.6,9.6,4.6,12,  375 ml bottle ,"Deliciously fragrant, low alcohol, sparkler made from moscato grown in the Asti vineyards of Piemonte. Shows aromas and flavours of apricot, peach and candied lemon with orange blossom tones. The palate is delicately sweet with lively bubbles and a crisp balanced finish. Enjoy on its own, pair with fresh fruit or panettone.",6,https://aem.lcbo.com/content/dam/lcbo/products/2/5/3/9/253930.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/martini-rossi-asti-253930,7.00%,  Italy ,55,Martini & Rossi,0,42.6384261,12.674297,1,90,White Sparkling Wine,Sparkling,2
 Martini Asti,16.4,14.9,4.6,12,  750 ml bottle ,"Deliciously fragrant, low alcohol, sparkler made from moscato grown in the Asti vineyards of Piemonte. Shows aromas and flavours of apricot, peach and candied lemon with orange blossom tones. The palate is delicately sweet with lively bubbles and a crisp balanced finish. Enjoy on its own, pair with fresh fruit or panettone.",6,https://aem.lcbo.com/content/dam/lcbo/products/2/5/3/9/253948.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/martini-rossi-asti-253948,7.00%,  Italy ,55,Martini & Rossi,0,42.6384261,12.674297,1.5,90,White Sparkling Wine,Sparkling,2
 Jackson-Triggs Sparkling Reserve VQA,17.95,15.95,4.3,3,  750 ml bottle ,"Pale straw colour; green pear, yeasty and bread pudding aromas with floral and fresh fig hints; dry, clean, refreshing palate with a fine cleansing mousse.",6,https://aem.lcbo.com/content/dam/lcbo/products/2/1/7/6/217679.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/jackson-triggs-sparkling-reserve-vqa-217679,13.30%," Ontario,   Canada ",55,Jackson-Triggs,0,50.000678,-86.000977,2,9,White Sparkling Wine,Sparkling,4
 Mumm Cuvee Napa Brut Prestige,32.05,29.55,0,0,  750 ml bottle ,"Established in California by France's leading international Champagne brand, Brut Prestige is Napa's signature sparkling wine. Enjoy floral, citrus and nutty flavours, followed by notes of herbs and brioche. Serve with shellfish, stuffed mushrooms or eggs benedict.",6,https://aem.lcbo.com/content/dam/lcbo/products/2/1/7/2/217273.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/mumm-cuvee-napa-brut-prestige-217273,12.50%," California,   United States ",55,Mumm,0,36.7014631,-118.755997,2.5,11,White Sparkling Wine,Sparkling,4
 Henkell Rose,16,14,4,2,  750 ml bottle ,"Light salmon colour; floral, red berry nose with red grapefruit, light nutty and chocolatey notes; extra dry with light citrus and berry fruit flavours and mineral notes in the finish.",5,https://aem.lcbo.com/content/dam/lcbo/products/2/0/3/1/203125.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/henkell-rose-203125,12.00%," Rhine,   Germany ",55,Henkell,0,50.4677626,7.351989,2,25,RosÈ & Red Sparkling Wine,Sparkling,1
